estado,mover_adelante,mover_atras,girar_izquierda,girar_derecha,esperar,seleccionar_objetivo
"(1, 9)",4.83383224767358,4.739434600216141,4.693273423222557,4.694506079691613,4.709883836051106,4.69899483802037
"(1, 10)",4.766244286578189,4.669202352282836,4.581528853897002,4.6464641963350655,4.660937728554696,4.712247569807245
"(1, 11)",4.580381308692436,4.586226864988015,4.5177867530024205,4.521082416493456,4.521638573721134,4.485979457777617
"(1, 12)",4.660340225956557,4.539456719670355,4.4483948406865,4.441605903780915,4.426412996875653,4.423390391907865
"(1, 13)",4.498100509941044,4.627010766911392,4.4829357483688055,4.473205598399718,4.490671983291259,4.539147651884693
"(1, 14)",4.4559924156761666,4.482925525871284,4.4855789326841755,4.500500569960698,4.464618281734863,4.538287332874989
"(2, 0)",4.617255181711079,4.698773400783713,4.490759048627201,4.557228947845522,4.490343553481818,4.5478457215332675
"(2, 1)",4.522014280011246,4.490198164820357,4.428996039251429,4.476596636317592,4.431406763394043,4.449013401198457
"(2, 2)",4.742144353040233,4.71337683350824,4.500282695037962,4.457819807049662,4.558105160158719,4.5780931081170095
"(2, 3)",4.6938380589293,4.691156261985956,4.561504417859533,4.558153197186726,4.5564194048582385,4.661631589100135
"(2, 4)",4.641645489103978,4.595221646235795,4.4737995125031835,4.484078280418053,4.46056068274785,4.5600596196694765
"(2, 5)",4.729631372016921,4.603264791166744,4.507804363883478,4.4995311956401185,4.511600884385171,4.598683133273315
"(2, 6)",4.72531124640706,4.524884891716584,4.444324067652031,4.418311399467976,4.477017759922706,4.515082653006858
"(2, 7)",4.771230514742028,4.6369632022095235,4.53806832974532,4.565218734445256,4.5653331442743985,4.5951384331774445
"(2, 8)",4.730751001137303,4.609377341803203,4.575792972149221,4.505443591092401,4.503126149716296,4.681055714407602
"(2, 9)",4.58892995935675,4.855737830475027,4.5150224244434,4.556309983840223,4.578639944560211,4.609239794835098
"(2, 10)",4.63240433003981,4.6495200364781715,4.610209131472303,4.618864191618055,4.610211875924416,4.615077676247704
"(2, 11)",4.708784562630928,4.698058392999111,4.599464969169633,4.591684679810629,4.563769602408916,4.6996536457141005
"(2, 12)",4.641777687690342,4.628268211053823,4.5417433839324355,4.549656671946637,4.556320495566601,4.6202884692341915
"(2, 13)",4.452189914783097,4.5227748156347785,4.4567566190131975,4.448922998080898,4.456757190120974,4.456804918273245
"(2, 14)",4.527198365970395,4.41433782124912,4.38494830271789,4.402109882588809,4.388315147648023,4.418860428145451
"(3, 0)",4.503509466990633,4.744766366694699,4.565195497433491,4.5532950347284755,4.508121215584859,4.556994249576068
"(3, 1)",4.637461246290355,4.600300756702409,4.506629321914208,4.463631087096972,4.502517364208829,4.511978362474481
"(3, 2)",4.712944838519135,4.516560405024848,4.44954334927489,4.443459581797366,4.46050474454073,4.468560851474379
"(3, 3)",4.546342638407823,4.649148133090378,4.544463536628939,4.531743756796529,4.506869553771514,4.53934812051352
"(3, 4)",4.519149986761428,4.603097577169989,4.459679595878694,4.4524872374621,4.454787264257309,4.46802011486387
"(3, 5)",4.502934056646961,4.507889452737204,4.410195068982967,4.401556941262856,4.413336195503743,4.412701141263383
"(3, 6)",4.5053521145307025,4.49348779826123,4.41652539333008,4.4140899510524605,4.365595481303726,4.509980635407487
"(3, 7)",4.582317114596611,4.544138358668711,4.453533462407703,4.468117836597297,4.453417370902603,4.543391667647048
"(3, 8)",4.7554881497108425,4.544194185731248,4.514320151124868,4.520009383327336,4.525373546729967,4.623468659838748
"(3, 9)",4.6675546867665,4.722235686346477,4.599794389855104,4.5729503516582675,4.594131521781032,4.693636958225054
"(3, 10)",4.730752273656245,4.584755782358366,4.584598600152803,4.543330918829774,4.587573017996379,4.624678451756346
"(3, 11)",4.531353723895618,4.637443204661847,4.537635216947251,4.567489797047811,4.523223052393332,4.529312860212854
"(3, 12)",4.530180416433776,4.601922951307695,4.502543807036764,4.449171859488705,4.501213090298262,4.5036646167464305
"(3, 13)",4.464464703596668,4.433616004285665,4.43187527123454,4.380699857944857,4.3957839648001364,4.3884914896666825
"(3, 14)",4.548594969439406,4.373877344627804,4.401041867135249,4.34111948467831,4.390995347870221,4.39400145594745
"(4, 0)",4.429696581772825,4.694206135543894,4.482950292420787,4.3784802178660485,4.490597346979603,4.471645273042567
"(4, 1)",4.524891603518038,4.691125717935142,4.504596212998096,4.502141824830566,4.503526920248771,4.5194877253318735
"(4, 2)",4.673156426607316,4.5349803196397795,4.482502623953181,4.5201179239090035,4.4748523150144806,4.581400849304239
"(4, 3)",4.524031868932706,4.511500497622845,4.472972352735943,4.466883724896165,4.467205825256653,4.481439487489958
"(4, 4)",4.502328474882623,4.666939256745291,4.523552380833271,4.476135596433723,4.501772673883965,4.528567368891429
"(4, 5)",4.5176485188824875,4.706553870631415,4.496257752648306,4.595701203469847,4.572670732603413,4.5660396878015135
"(4, 6)",4.584226933618572,4.62645702849807,4.502656729817536,4.5140708307950215,4.494855029220501,4.59390302353698
"(4, 7)",4.6230268264613406,4.593889069738468,4.571239131887739,4.560138876603742,4.549038310982801,4.6658821136814375
"(4, 8)",4.660032329375496,4.648743498558193,4.551689665681876,4.573562838866003,4.636399838779728,4.678059116082685
"(4, 9)",4.644742846118706,4.65446807552704,4.610910047368991,4.601743818685097,4.603351784475766,4.711089136485283
"(4, 10)",4.719179004092633,4.522803959639612,4.53164710342838,4.527510179911051,4.526400334120323,4.578383120118164
"(4, 11)",4.661925419631638,4.584397720027931,4.465784049092113,4.477404042509766,4.55125116177526,4.4882034315982215
"(4, 12)",4.636305701894619,4.5121031241381795,4.41373011875238,4.3894562057617215,4.387180091668043,4.514358120155717
"(4, 13)",4.4438839419160105,4.533369387971321,4.454106011854747,4.4556360488472215,4.419215479051537,4.429306613954087
"(4, 14)",4.567701721891892,4.455634552800498,4.4139195799149,4.355645421188016,4.411975215483761,4.42477307104623
"(5, 0)",4.44727969628805,4.605612882770966,4.385349357269706,4.387008402106382,4.475802527683978,4.485616121778283
"(5, 1)",4.532548656050215,4.623790452000081,4.432402244950231,4.440738196109994,4.386873820127291,4.5082856446706545
"(5, 2)",4.4637018354813165,4.5653056831847465,4.434290796172647,4.414616857622102,4.4017048534737295,4.536832849920636
"(5, 3)",4.552927863634191,4.418315855032799,4.4231884587694195,4.424602222043549,4.423023892755583,4.523548757166737
"(5, 4)",4.632205695753573,4.714464012797704,4.523707857282824,4.4767687584424,4.5511236974362435,4.522045258260851
"(5, 5)",4.612833770461571,4.526283446920588,4.391626786965727,4.4535323849917035,4.383956767778556,4.489595090904937
"(5, 6)",4.375833519542248,4.606854567801285,4.455919966766255,4.375793844811883,4.4621523885703,4.472569218966567
"(5, 7)",4.548733869320454,4.469375572526659,4.602447151094165,4.402285849042791,4.4165651563217665,4.671281451857561
"(5, 8)",4.758191375241593,4.596820573062032,4.508588076700134,4.592135142242617,4.501876536247532,4.69963732545523
"(5, 9)",4.722457783917172,4.599419425757671,4.5203795806118885,4.48811918910519,4.53754987100681,4.645324038416442
"(5, 10)",4.562026538000425,4.582298583608214,4.498121637142688,4.489607596304348,4.502369089412527,4.602643636661278
"(5, 11)",4.576896842100792,4.682576966401452,4.426360398341794,4.41077838289831,4.432493101041915,4.446198728058112
"(5, 12)",4.441364728380072,4.480656002657527,4.414377471263288,4.428266748920216,4.388137373243126,4.511537814649362
"(5, 13)",4.4363924016872325,4.551859039352465,4.377667193384509,4.4364810171406415,4.410062100844194,4.382821653314968
"(5, 14)",4.4511036707913405,4.6102716159561075,4.398432731714242,4.415418906579498,4.398648001929173,4.490969752322953
"(6, 0)",4.657288942982546,4.444238103955272,4.330458041353434,4.48432899030811,4.2941895886773525,4.546217803251572
"(6, 1)",4.638061894788153,4.520712516657028,4.410703264198242,4.386886677969073,4.371237071001941,4.5601234970417055
"(6, 2)",4.666747869711592,4.5553692984506835,4.538616781557172,4.520452936567386,4.500059904390786,4.638147059047687
"(6, 3)",4.598885392197262,4.603549322113172,4.439415617273948,4.463199315788615,4.4395895372152925,4.563237394466685
"(6, 4)",4.610033714318874,4.648880698451236,4.495901524222274,4.512770155851783,4.5044297654107535,4.515578557544878
"(6, 5)",4.564529994623478,4.5518608294399225,4.412954021283247,4.419739336869189,4.376873396041424,4.430310550515726
"(6, 6)",4.420973002790546,4.520994258980125,4.404880469551246,4.4027248936164165,4.414613610182673,4.419762743872469
"(6, 7)",4.46861297581771,4.684563663526546,4.519837852762396,4.498248706297075,4.433726895516044,4.493556964061267
"(6, 8)",4.584298185479539,4.284011057667236,4.3757489932278,4.397523121219469,4.395574849751469,4.491650692578603
"(6, 9)",4.5146925598242795,4.44952882971027,4.391928937554176,4.426711953656267,4.402386490741638,4.5014102819455335
"(6, 10)",4.438930102649609,4.641628106585149,4.326120400161719,4.407402414946809,4.3483619093109835,4.444964963684897
"(6, 11)",4.507160093582923,4.5762013201811556,4.432639655985556,4.442707456956153,4.447373877049085,4.45138484293912
"(6, 12)",4.459716760449786,4.576839689323778,4.435497196317899,4.447871595869756,4.443167723762673,4.4467146023198785
"(6, 13)",4.441232098726372,4.411303860610117,4.332926830830324,4.340197481931129,4.353095963217379,4.365904015423875
"(6, 14)",4.531655232922168,4.339261820571673,4.432122770206874,4.432645251110623,4.412796325938806,4.41738026820053
"(7, 0)",4.571771154588489,4.618592680624161,4.481093423131703,4.480584141622158,4.493587641999695,4.596803470612564
"(7, 1)",4.704597044753182,4.596428311206042,4.521622623704418,4.558390038643496,4.544600953200924,4.632749337969274
"(7, 2)",4.638544844825831,4.573376108976021,4.5066324306922105,4.507159476143537,4.507151349615239,4.606618154835214
"(7, 3)",4.430725839255898,4.630205947687852,4.400554564967023,4.361224705856529,4.39898565082,4.499628215233127
"(7, 4)",4.398292797915517,4.501816968062487,4.309313984265706,4.380557406816908,4.351275448323904,4.447861422572622
"(7, 5)",4.359119646701208,4.666900363776119,4.331224614946109,4.318278518837527,4.316904111496565,4.4169511593422595
"(7, 6)",4.551834386163974,4.4470657813262235,4.510769373956973,4.4717185014891605,4.481730452233211,4.611814252159618
"(7, 7)",4.552467506140265,4.646352764123997,4.464325030601305,4.441939832588806,4.503382471642459,4.590733621474824
"(7, 8)",4.552287173953863,4.581484766696121,4.461219537924136,4.466833312640444,4.467520022874166,4.564861292130979
"(7, 9)",4.5268952638107995,4.49724941821961,4.291054847704846,4.435142372299648,4.383906644062212,4.44046994647602
"(7, 10)",4.404073822989418,4.560600648306562,4.454577080464143,4.332393690395983,4.344090972718985,4.3596570316571315
"(7, 11)",4.615224249126748,4.50202194424634,4.483775073313147,4.475831279105953,4.4764860057968185,4.482810775732926
"(7, 12)",4.589911804020822,4.519252100040739,4.537185998148493,4.524170001915363,4.305826934780613,4.325486596741128
"(7, 13)",4.438990771345416,4.526008378890866,4.484067482422165,4.399577320772426,4.363953079407081,4.374200533264368
"(7, 14)",4.557372648073968,4.377634769904263,4.265140381039471,4.262627571075368,4.276324138507525,4.29205127493925
"(8, 0)",4.454978034884593,4.372635672808012,4.330453510090369,4.332329382879442,4.331307277470606,4.4300690929597994
"(8, 1)",4.4001620948975875,4.656591353432973,4.518574848790195,4.476420689734837,4.3138208278584225,4.605841475204346
"(8, 2)",4.5095780277078505,4.528998661311692,4.4844680447733545,4.490246848026509,4.487448237705884,4.567856735571029
"(8, 3)",4.565112716438336,4.558233418259134,4.401850968256031,4.398727250878778,4.398791292381577,4.500418865526243
"(8, 4)",4.350399814966106,4.529991517724255,4.289954895959958,4.30125574279031,4.295513259990722,4.390184696753067
"(8, 5)",4.3923280806875535,4.442120055046995,4.394723765257488,4.388053847421323,4.376673961035904,4.49541369193059
"(8, 6)",4.431734266854287,4.592758669780425,4.457992696111601,4.4529542896941665,4.3498753034521975,4.549815438563178
"(8, 7)",4.452857707614787,4.635268237914984,4.354922122676962,4.374082068622538,4.327066861649055,4.472954482819225
"(8, 8)",4.488604390806682,4.43096370633857,4.481118145463201,4.388194284444984,4.467710132853413,4.485433779219825
"(8, 9)",4.515958228249687,4.589961556714344,4.463853587931369,4.499838956733106,4.494468739560807,4.503607750351618
"(8, 10)",4.426762987245854,4.523983748467648,4.378464027221181,4.383412155036974,4.373717517642524,4.388046576126156
"(8, 11)",4.730381828410329,4.4349598646850605,4.5035737319249005,4.432802884959057,4.452654233465898,4.534250010951088
"(8, 12)",4.53105264326523,4.696404591226223,4.544246239406899,4.515413729317938,4.537398307321029,4.505322177620479
"(8, 13)",4.459063415357032,4.524617308185083,4.425420879821185,4.463863568680699,4.423632578341918,4.420873255308246
"(8, 14)",4.433176461398645,4.4519972294965084,4.4678243361909935,4.458070006516305,4.433128997859178,4.429880022024198
"(9, 0)",4.470677179861644,4.51387027686035,4.411010380938677,4.251302109892374,4.395849623774875,4.419576932270504
"(9, 1)",4.610330217237829,4.519771573444224,4.400834172954224,4.401017520757177,4.393649915631349,4.51184863465124
"(9, 2)",4.499881681408818,4.544243283100765,4.436791232239117,4.434795240397859,4.436857731130646,4.562387883102467
"(9, 3)",4.576863491086417,4.5840499831485015,4.389028163675494,4.407255780162408,4.391300915257565,4.490862292268698
"(9, 4)",4.470394418995465,4.410378151210452,4.363990487681809,4.344776461443544,4.247668489304024,4.415692272659084
"(9, 5)",4.488403261037079,4.531431398063519,4.429642526288987,4.433635545778157,4.440455689134027,4.561043379284832
"(9, 6)",4.447889000284735,4.367681667387457,4.348963268130245,4.397629516318592,4.354912927221142,4.490993484773071
"(9, 7)",4.37984702112177,4.391952233270777,4.406780747218254,4.31539146298261,4.328546406368984,4.440520845647573
"(9, 8)",4.648056922729933,4.3915554796825225,4.43878343478303,4.446182474919498,4.493434354036194,4.560893166872701
"(9, 9)",4.574527715375628,4.621397883018893,4.447355274820112,4.458883168733777,4.465070971444847,4.461882008832628
"(9, 10)",4.462888058902517,4.556453967370344,4.422145513821147,4.426665898001062,4.426772012987507,4.505398168653163
"(9, 11)",4.447768192955639,4.278892335521343,4.336414965124457,4.332457592163726,4.3313841157943065,4.425961933155015
"(9, 12)",4.50034863490304,4.656134816368904,4.31564900014151,4.412057879787221,4.473521351111348,4.463812138243789
"(9, 13)",4.393557111277128,4.592164305798203,4.427952010367546,4.110942027024486,4.434797465174842,4.126109417632042
"(9, 14)",4.3557813986442016,4.24697256044476,4.33056209308008,4.359532528317981,4.1151647407801395,4.468782474532498
"(10, 0)",4.562912585959278,4.518010148998794,4.433184864293859,4.416247509404561,4.376387611553007,4.529233030341297
"(10, 1)",4.425099513908664,4.534485038369904,4.337226787152828,4.373145384033111,4.338238383084556,4.456508805250768
"(10, 2)",4.445401167146594,4.482290855770678,4.39131155271534,4.4130322313281,4.35511102874102,4.48497601814839
"(10, 3)",4.601217358223157,4.528260527703063,4.422402838051533,4.442518169373384,4.443607565920863,4.539678824104501
"(10, 4)",4.578079816851931,4.5535858835396095,4.394121849230129,4.39420817072119,4.41798685937169,4.42585285669847
"(10, 5)",4.631654738445321,4.480195254592671,4.297236900104184,4.4985911396360265,4.495880746949534,4.548894554847623
"(10, 6)",4.617492930061831,4.498180371235961,4.348976574114107,4.464217443078626,4.345701090565654,4.581517292278764
"(10, 7)",4.67280707857671,4.49567244383343,4.468006168441486,4.467243886239998,4.464829730041961,4.4067620578636575
"(10, 8)",4.646332712958549,4.59292137402298,4.513979890339966,4.513616077973134,4.508124306810694,4.596538197568396
"(10, 9)",4.511918026140208,4.6280641620116105,4.465826956640999,4.468865674244042,4.4665739602423455,4.595416539285634
"(10, 10)",4.576348313617798,4.5670754370071025,4.324484234455845,4.413493507404358,4.349551987436002,4.440191179795908
"(10, 11)",4.366989661242862,4.554251262291901,4.179767675810116,4.159519345436464,4.20617915320221,4.250277905957583
"(10, 12)",4.391593415245938,4.569090098144416,4.438910867794963,4.417524420286337,4.338702888238868,4.533777912804697
"(10, 13)",4.454705664002438,4.594142745248398,4.447475760228356,4.3920187673004,4.4059966361893705,4.511570513514566
"(10, 14)",4.4506835896283725,4.402631865863627,4.37979138021012,4.407501880566827,4.386538134386057,4.511128720471124
"(11, 0)",4.573868677097007,4.4923059513179915,4.447661877690637,4.447845430987745,4.448899656631097,4.55074947392343
"(11, 1)",4.636320417716434,4.470840431696623,4.413392350154189,4.413824483077321,4.412741439811491,4.477530525402473
"(11, 2)",4.635707062924561,4.461799277460651,4.445413678040628,4.461659051705429,4.465897654171233,4.565108287890599
"(11, 3)",4.622571264264375,4.4528187171278635,4.494027398889521,4.379111522228582,4.452849854066319,4.546243516183719
"(11, 4)",4.500079870506454,4.606832107690876,4.457376828034253,4.440976945060723,4.434455888820771,4.534866668274529
"(11, 5)",4.413413093659359,4.492855480521297,4.467704168044068,4.479346736799099,4.486308392491483,4.580531577203518
"(11, 6)",4.464034737539997,4.429412558260441,4.3572067308938385,4.348744260986902,4.347568902631369,4.444018840053419
"(11, 7)",4.700866517190072,4.448481890291731,4.349437120489727,4.36004873771948,4.348720672895108,4.451811377470597
"(11, 8)",4.598281528456665,4.539180797422191,4.465148085141852,4.4602690759341765,4.455014400446503,4.564165497376242
"(11, 9)",4.446587294364607,4.484185960237868,4.51092181984419,4.515656550396058,4.51398786312545,4.495557242391188
"(11, 10)",4.609779842673728,4.494657690832952,4.412064832577506,4.414889675890217,4.41271433154754,4.416584410300626
"(11, 11)",4.414192073066848,4.564261822440376,4.377288152112499,4.355826536019472,4.378432899515408,4.476099288433943
"(11, 12)",4.424597256797146,4.5905025902873335,4.473734806053019,4.503129521080001,4.455113815741618,4.492548497897049
"(11, 13)",4.454540647073091,4.533859043860106,4.39563658670631,4.353119125310083,4.39454943825922,4.461054464541479
"(11, 14)",4.39678363692519,4.495435234720739,4.386404433582777,4.33921046058733,4.374195056567888,4.474259785324529
"(12, 0)",4.6418670645092455,4.529221531731018,4.507682390564532,4.508885295208009,4.507155074766678,4.606124307646683
"(12, 1)",4.5830132880753265,4.470371288930251,4.445995080243704,4.443028696183469,4.4453510285148345,4.512841429254404
"(12, 2)",4.530079055613343,4.472493171053203,4.456372356033572,4.469217584036647,4.4604195258908925,4.548443527304057
"(12, 3)",4.669420493549264,4.528788380313238,4.439760038417716,4.439745309207111,4.439497201956446,4.539797703087953
"(12, 4)",4.464198720982357,4.561301380538369,4.41507591392311,4.4196682080036815,4.414074702429571,4.51565772695474
"(12, 5)",4.392598818145436,4.645738049662362,4.322683774539186,4.405294627120386,4.427967838224636,4.442961476502314
"(12, 6)",4.543302150709598,4.566626262126348,4.450188974826733,4.429867412139697,4.438679942254109,4.535459003646682
"(12, 7)",4.463540451490837,4.623000826234162,4.340997378775923,4.278559594740557,4.385186435524891,4.53373417705541
"(12, 8)",4.5335144001264105,4.6090963782293555,4.370581460454453,4.489986892246597,4.455906963137425,4.580798254193341
"(12, 9)",4.427993922917619,4.644408078848362,4.3977829113854385,4.414295736599481,4.4157124944954,4.540924921373275
"(12, 10)",4.68583385646178,4.585037327319086,4.495985376853664,4.535416485147919,4.539636849069344,4.496665629497607
"(12, 11)",4.578889637511176,4.499301130468086,4.486614670166602,4.507454772923615,4.471144205317055,4.511229055315886
"(12, 12)",4.578753122121854,4.5006515679447805,4.393521695646735,4.424995254528811,4.305785615109655,4.539407063068194
"(12, 13)",4.494276334286417,4.5125370416816795,4.369826153003547,4.370870021366159,4.3757254104681635,4.467943043794159
"(12, 14)",4.421809503604304,4.44127992609105,4.3757464180956696,4.375657034486749,4.344068230083389,4.475761855910384
"(13, 0)",4.6971647881109995,4.608089978959389,4.535002599342546,4.55456231428104,4.555760099281996,4.654200862521174
"(13, 1)",4.554557053259307,4.606437626981319,4.419252610765831,4.420622677930401,4.432843205832236,4.517557220203315
"(13, 2)",4.57691365696762,4.551292443038409,4.423293497243622,4.400676002636322,4.414239426004849,4.519627603923254
"(13, 3)",4.553063611405488,4.563374636957892,4.430272161854724,4.378222755225011,4.435101863663645,4.516620416501677
"(13, 4)",4.534067024645819,4.538198403831303,4.37994028507721,4.352518479885221,4.332438214460798,4.43539753676198
"(13, 5)",4.3300477006704075,4.532102717430277,4.347246371404965,4.362797315194352,4.363423596397405,4.462857344461613
"(13, 6)",4.568902219730868,4.300610463053566,4.357888871835844,4.36423981866343,4.3583221957189995,4.4733706566455105
"(13, 7)",4.52373784516064,4.502091841909209,4.3890379855406865,4.389129744785768,4.396934921438823,4.490271038807191
"(13, 8)",4.6555168180395174,4.423908962652091,4.298759848446082,4.295816824565899,4.302661473488728,4.40263359187122
"(13, 9)",4.466840460024072,4.415928961831276,4.056493183415922,4.096860335130089,3.736552331658781,3.8882959609477394
"(13, 10)",4.359594322310525,4.2959206931273295,4.248812448752469,4.255510464903641,4.2243253745696645,4.258057620910835
"(13, 11)",4.5664303916352225,4.22565653811247,4.1454530428436085,4.184183948509378,4.130445478052895,4.154263789424075
"(13, 12)",4.5711899972505705,4.390480064953272,4.221566538543071,4.2648381884846565,4.251888171314218,4.317287747054589
"(13, 13)",4.462455625657539,4.50985352668015,4.42615086991179,4.378253291904964,4.426120382488773,4.585848053187012
"(13, 14)",4.524003214838472,4.573943587780496,4.437336864748603,4.442047668880343,4.444089543764271,4.541169138678107
"(14, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 2)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 3)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 4)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 5)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 6)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 10)",3.1184775828661233,0.0,0.14750574999999996,0.06999999999999999,0.20305632375,0.0
"(14, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 2)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 3)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 4)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 5)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 6)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 10)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 2)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 3)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 4)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 5)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 6)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 10)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(17, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(17, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(17, 2)",0.0,0.0,0.0,0.0,0.0,0.0
"(17, 3)",0.0,0.0,0.0,0.0,0.0,0.0
"(17, 4)",0.0,0.0,0.0,0.0,0.0,0.0
"(17, 5)",0.0,0.0,0.0,0.0,0.0,0.0
"(17, 6)",0.0,0.0,0.0,0.0,0.0,0.0
"(17, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(17, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(17, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(17, 10)",0.0,0.0,0.0,0.0,0.0,0.0
"(17, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(17, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(17, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(17, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(18, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(18, 1)",0.0,0.0,0.0,0.0,0.0,0.0
